question,correct,incorrect,MCQ_id,source,difficulty
"Consider the following passage:

The swinging doors slammed open. Cedric looked over from where he was sitting on a lab stool, chewed thumbnail between his teeth. His shoulder length blond hair was coated with the shine of someone who has only wet their hair down and not washed. His red streaked eyes were a sure sign of his having been recently woken up. He watched Dorian backing his way through the doors pulling a gurney behind him. ""Dorian,"" Cedric said, then immediately fell silent as Dorian turned around. There was panic in Dorian's eyes and a waxy pallor beneath the stubble on his face that betrayed a lack of sleep. ""Dorian,"" Cedric said again, that one word betraying multiple emotions: a layer of fear spread over top concern for his friend, concern for his own wellbeing, and simple anger at letting himself become involved in this. ""Hook her up,"" Dorian said before moving to a lab stool of his own and sliding a keyboard across the table to rest in front of him, his fingers impatiently tapping the spacebar while he waited for the monitor to respond. With a hiccup of light the screen became active making Dorian's face even more hollow with its sickly glow. He was normally a handsome man with short brown hair that was always perfectly combed. Tonight, though, it was full of unruly licks and his white lab coat, which usually added to his presence as the overall leader of their research team, was cast by the computer's light into awkward shades of green and blue. A large coffee stain down the front appeared to still be wet. Cedric didn't respond. ""I said hook her up,"" Dorian said. ""Dorian,"" Cedric said for the third time. ""I said hook her up!"" Dorian screamed and Cedric jumped forward to the gurney. Coffee stain or no coffee stain, Dorian was a commanding presence.

Who has the last word?",doctor,not enough information,,QuAIL,
"Consider the following passage:

The office smelled like money. Brand new carpet, somebody's expensive perfume still hanging in the air. The chairs in the waiting room are leather and the copy machine has a million attachments and there's pictures on the wall that I don't know what they're supposed to be. Made me ashamed of the shirt I was wearing, the cuffs all frayed and some of the buttons don't match. The secretary is a knockout and I figure Dennis has got to be getting in her pants. Red hair and freckles and shiny skin that looks like she just got out of a hot shower. A smile like she really means it. My name was in the book and she showed me right on in. Dennis shook my hand and put me in a chair that was slings and tube steel. The calendar next to his desk had a ski scene on it. Behind him was solid books, law books all in the same binding, also some biographies and political stuff. ""Too bad you couldn't make the reunion,"" Dennis said. ""It was a hoot."" ""I just felt weird about it,"" I said. I still did. It looked like he wanted me to go on, so I said, ""I knew there'd be a bunch of y'all there that had really made good, and I guess I...I don't know. Didn't want to have to make excuses."" ""Hard to believe it's been twenty years. You look good. I still wouldn't want to run into you in a dark alley, but you look fit. In shape."" ""I got weights in the garage, I try to work out. When you're my size you can go to hell pretty quick. You look like you're doing pretty good yourself."" Charlene is always pointing to people on TV and talking about the way they dress. With Dennis I could see for the first time what she's talking about. The gray suit he had on looked like part of him, like it was alive. When I think about him in grungy sweats back at Thomas Jefferson High School, bent double from trying to run laps, it doesn't seem like the same guy.

What color is the secretary's hair?",red,brown,,QuAIL,
"Consider the following passage:

To live a happy, healthy, balanced life, you must learn to focus your energy on well-being. Self-care on all levels should be an integral part of your lifestyle.
There is an abundance of information available about the benefits of eating well and exercising regularly to sustain a healthy mind and body. In fact, I write about both regularly. But today I want to move in a little different direction.
In addition to those two very basic and critical activities, there are a number of other things you can to improve your mental health and overall well-being.  By incorporating them into your daily life, you will be better able to manage most challenges – including struggles with self-doubt, anxiety, and mild depression.
Practices that Focus Your Energy on Well-being
Accept Your Feelings
Stuffing or ignoring your emotions is more damaging than it is helpful.  Everyone has emotions. They are a natural part of being human. Bottling them up may seem like a good solution in the moment, but when you do it all the time, you are potentially creating a time bomb that will eventually explode.
Unfortunately, you are hurting yourself as you hold them in and you run the risk of hurting those you love when the eruption finally occurs.
Rather than acknowledging what you are feeling and allowing yourself to experience emotions, you may medicate, rationalize, blame, bury, deny, smother, drink, or stuff them (pretend they don’t exist). Emotions have become the enemy and many people will do anything to avoid them – especially the big three: fear, anger and sadness.
It takes a lot of mental, physical and emotional energy to avoiding your feelings and creates high levels of stress and anxiety.
Don’t stuff your emotions!
Let yourself laugh, cry, scream, yell, or pound something (preferably a pillow, grass, sand – not the wall or someone else). Do whatever you need to do, probably in private is the best choice. But, if emotions erupt in public, excuse yourself and let it rip.  This is nature’s way of releasing stress. Don’t beat yourself up afterward!

After the story ends, probably:",people take the advice of the author that read it,people don't care either way that read it,,QuAIL,
"Consider the following passage:

As U.S. political candidates make their final appeals, voters in 35 states will decide policy issues Tuesday that include legalizing recreational use of marijuana and restricting access to guns and ammunition, voting yes or no on nearly 160 state ballot initiatives.
California's Proposition 64, which is leading in the polls, could create a multibillion-dollar marijuana industry by legalizing the recreational use the drug for adults in the state. Similar measures are on the ballot in Arizona, Nevada, Maine and Massachusetts.
Marijuana could be legalized for medical use in Florida and three other states. Medical marijuana is already permitted in half the 50 U.S. states, and recreational use is allowed in Alaska, Colorado, Washington state, Oregon and the District of Columbia.
Marijuana is banned under federal law, but U.S. officials have taken a hands-off approach on the issue.
Voters in Maine and Nevada are considering measures that would expand background checks for gun purchases, which is already required for buying guns from dealers, by extending the provision to private sales.
Californians will consider measures requiring background checks for buyers of ammunition and banning high-capacity ammunition magazines.
Washington state has a measure that would allow the courts to bar the sale of guns to individuals deemed an extreme risk to themselves or others.
Californians are considering whether to eliminate the death penalty with Proposition 62, or to maintain capital punishment and make the process more efficient with Proposition 66, which supporters say makes it more fair to victims of violent crimes.
Twenty states and the District of Columbia have abolished or overturned capital punishment on the grounds that it is unequally applied to minority populations and that innocent people are sometimes convicted.
South Dakotans will decide whether to make statewide offices nonpartisan and create a citizens commission to redraw voting districts after each 10-year national census, removing the task from legislators, said by critics to be self-interested.

who will legalize marijuana next?",not enough information,Maine,,QuAIL,
"Consider the following passage:

If you visited the Getty Center in July or early August, you may have encountered a group of high school students wearing white lab coats with “Teen Lab” splattered across the back. You might have spotted them testing kinetic sculptures made from recycled materials, sketching in front of artworks in the galleries, or taking Polaroid self-portraits inspired by David Hockney’s photocollages. Online, you may have seen the playful social media stories they created to share their experiments with artistic and scientific processes.
The teens were participants in the Getty Teen Lab, a four-week paid internship for high school students. Supported by a generous grant from the Vera R. Campbell Foundation, Teen Lab was the first of several teen-focused initiatives that the J. Paul Getty Museum is launching in 2017 and 2018.
The Getty’s Education Department developed Teen Lab in response to several seemingly disconnected questions that many art museums are grappling with today: How can we engage diverse youth in meaningful ways? How can museums help meet the rising demand for K-12 curriculum that integrates Science, Technology, Engineering, Arts, and Math (STEAM)? Can art museums themselves be sites for STEAM learning?
To address these questions, we looked at other teen programs and discovered that the most successful models are those that give teens agency and a voice in the museum.(1) For example, many museums have teen councils that program events for their peers or offer opportunities for students to collaborate on projects with artists.(2)
The Getty wanted to build on these models by empowering teens to be active creators of educational content. In keeping with this goal, we designed the program using the project-based learning approach, which develops skills and knowledge by inviting students to explore solutions to authentic, real-world problems.

When did the Getty Teen Lab start?",After the generous grant.,After the teens left.,,QuAIL,
"Consider the following passage:

A funeral for Zbigniew Brzezinski, the national security adviser to President Jimmy Carter and a noted foreign policy expert and thinker, will be held Friday at St. Matthew's Roman Catholic Cathedral in Washington, D.C.
Brzezinski died May 26 in Virginia. He was 86.
In a statement, Carter called Brzezinski “a superb public servant” as well as “brilliant, dedicated and loyal.” Along with Henry Kissinger, Brzezinski helped shape U.S. foreign policy with a lasting impact, while also serving as an adviser to Presidents Lyndon Johnson and John F. Kennedy.
One of his most well-known accomplishments came in 1978, when Brzezinski helped President Carter reach an agreement between Israeli Prime Minister Menachem Begin and Egyptian President Anwar Sadat to secure the Camp David peace accords between the two countries.
He also was involved in making other major U.S. foreign policy decisions during the Carter administration, including negotiating the Panama Canal Treaty, arming mujahedin in Afghanistan to fight the Soviet invaders and planning a failed mission to rescue 52 American hostages held in Iran.
Alexander Vershbow, a former deputy secretary general of NATO and former U.S. ambassador to Russia, told VOA Brzezinski's wisdom also guided U.S. and NATO policy in the post-Cold War period.
“On one hand, listening to the appeals of countries like Poland, like Czechoslovakia, like Hungary, to become part of the Western family, which they were denied 70 years ago ... but also reaching out to Russia, and trying to help Russia become an integral part of the European family, the common European house, as [former Soviet leader Mikhail] Gorbachev described it,” Vershbow said.
Following his work in the White House, Brzezinski continued to be an influential voice on foreign policy matters. He served as a counselor and trustee at the Center for Strategic and International Studies and a professor at Johns Hopkins University.
Brzezinski went on to ruffle the feathers of Washington's power elite with his 1983 book, ""Power and Principle,"" which was hailed and reviled as a kiss-and-tell memoir.
“I have never believed in flattery or lying as a way of making it,” he told The Washington Post that year. “I have made it on my own terms.”

What might Carter believe?",Brzezinski was a great politician,not enough information,,QuAIL,
"Consider the following passage:

WHITE HOUSE — A debate over patriotism and the right of free expression is continuing in the United States with President Donald Trump extending his criticism of professional athletes who decline to stand for the national anthem.
The controversy was on display Tuesday afternoon on the White House South Lawn, where Trump briefly presided over a quickly reformatted celebration after his administration accused America's champion professional football team of attempting to turn the event into a ""political stunt.""
Trump the previous day had disinvited the Philadelphia Eagles from what was to be a celebration of their Super Bowl victory. Many of the Eagles' players had indicated they would not attend in response to Trump's harsh criticism of athletes who have refused to stand during pregame performances of the national anthem — even though all the Eagles stood for the anthem last season.
Trump relabeled Tuesday's gathering as a ""celebration of the American flag."" Speaking for 3½ minutes, he told flag-waving invited fans of the team that he wanted to explain why ""young Americans stand for a national anthem. Maybe it's about time we understood.""
One attendee shouted at the president to ""stop hiding behind the armed services and the national anthem."" That prompted booing and the man was escorted from the event.
Trump concluded by saying that the celebration turned out to be ""even bigger than we anticipated"" had the football players attended.
Media reports said as few as five to 10 players had planned to attend Tuesday's event. ""The vast majority of the Eagles team decided to abandon their fans,"" the White House said in a statement Tuesday.
""The Eagles are the ones who tried to change their commitment at the 11th hour,"" White House press secretary Sarah Sanders told reporters just prior to the event. ""If this wasn't a political stunt by the Eagles franchise, then they wouldn't have planned to attend the event and then backed out at the last minute.""
A White House statement said Trump withdrew the invitation ""after extensive discussions"" with the team.

When did professional athletes refuse to stand for the National Anthem?",during the National Anthem,after the game,,QuAIL,
"Consider the following passage:

WHITE HOUSE — A controversial clothing choice is overshadowing a surprise visit by U.S. first lady Melania Trump to a Texas facility to meet immigrant children separated from their families because of her husband's ""zero-tolerance"" immigration policy.
Boarding a U.S. Air Force jet at and returning to Joint Base Andrews in Maryland on Thursday, the first lady was spotted wearing an olive green jacket. The back of the jacket read ""I really don't care. Do U?"" in white graffiti-style lettering.
The first lady's team insisted that there was no hidden meaning behind the sartorial choice.
""It's a jacket. There was no hidden message. After today's important visit to Texas, I hope the media isn't going to choose to focus on her wardrobe,"" said her communications director, Stephanie Grisham.
President Donald Trump, however, contradicted the assertion there was no message conveyed by his wife's choice of apparel.
Trump, in a tweet, said what was written on the back of the jacket ""refers to the Fake News Media. Melania has learned how dishonest they are, and she truly no longer cares!""
Television news channels brought pundits in the studio to discuss the meaning conveyed by the jacket.
""I think she may have had an audience of one in mind — her husband,"" said USA Today newspaper Washington bureau chief Susan Page, who has covered six presidential administrations, appearing on MSNBC.
""I think it was Melania giving the middle finger to the media,"" Kate Anderson Brower, author of First Women: The Grace & Power of America's Modern First Ladies, told VOA. ""But someone should have told her that it could also be read that she doesn't care about the children, which is clearly not the case.""
Fashion bloggers quickly identified the jacket as one selling for $39 by Zara, a fast fashion global retailer.
It was a relatively humble selection by Trump, a former Paris runway model who is frequently clad for public appearances in haute couture dresses and coats.

What did immigrant children probably think Melania's jacket meant?",She did not care about them being separated from their families,She doesn't care about how she looks.,,QuAIL,
"Consider the following passage:

My love affair with technology began at an early age. On my seventh birthday, my parents bought me a second-hand ZX Spectrum and, in a foretaste of my life to come, I immediately set about learning how to use it to get attention. It's a sign of how rapidly technology develops that my crappy Spectrum, with its 48k of memory, already had 12k more storage power than the computer that had guided the Apollo 11 moon landing eighteen years earlier* With power like that, there seemed to be no limit to what I could do.
While my other computer-owning peers would sit for hours while their tape drives squawked away loading 'Manic Miner' or 'Bubble Buster' I was more fascinated by learning to write my own programs. The first of these consisted of just two lines of code* that made the word 'shit' appear again and again on my screen, to the huge amusement of my friends and the irritation of my parents, who obviously had more educational motives for bringing a computer into the house.
From that day on, the possibilities offered by technology to both subvert the norm and get attention had me hooked.
Years later, at secondary school, I convinced my English teacher, Mr Coen, to teach me desktop publishing, ostensibly to work on the official school magazine, but in reality to produce an alternative underground version - complete with less than flattering articles about teachers and fellow pupils and distributed via the publicly accessible shared hard drive that was supposed to be used for collaborative coursework. That particular stunt got me banned from the school computer room for half a term.
And then, in 1997, I discovered the Internet.
Throughout history, every fame-hungry media dickhead has found his preferred medium for pursuing fame and wealth (in that order). For Tony Parsons - and Hitler, for that matter - it was books. William Randolph Hearst chose newspapers. Don Imus and Howard Stern preferred radio. For Nick Griffin it's inflammatory leaflets. For Tracy Emin it's art. Or at least an approximation of it. With the Internet I had found mine - and it was a doozy.

What did the narrator discover Internet?",After 1997,Before 1991,,QuAIL,
"Consider the following passage:

WHITE HOUSE — President Donald Trump, after a tactical retreat this week on immigration policy, demonstrated Friday that there is no strategic shift to his overall tough approach to those attempting to illegally enter the country, and vowing to ""end the immigration crisis, once and for all.""
U.S. immigration laws, Trump declared, are ""the weakest in the history of the world.""
Trump made the remarks in an auditorium in the Eisenhower Executive Office Building, adjacent to the White House, where he presided over an event with so-called ""Angel Families,"" those who have had relatives killed by people who entered the country illegally.
""Your loss will not have been in vain,"" the president told the families, who held large photos of their slain relatives. ""We will secure our borders … the word will get out. Got to have a safe country. We're going to have a safe country.""
Trump called family members to the presidential lectern to recount how their loved ones had been killed by those who were in the United States illegally. Several of those speaking condemned the media for ignoring the stories of the victims and praised Trump and Vice President Mike Pence for their attention to border security.
Crime assertion
Trump, in his remarks, also suggested those illegally in the United States commit more crimes on a statistical basis than citizens or resident aliens.
However, studies have shown that undocumented immigrants are less likely to commit a crime in the U.S. than native-born citizens, including one published by the libertarian CATO Institute this year.
Following intense domestic and international condemnation, Trump on Wednesday signed an order ending his administration's practice of separation of children from their families while parents were being prosecuted for crossing the border illegally. The administration's recently implemented ""zero tolerence"" policy led to the criminal prosecutions of undocumented border crossers, which in turn led to federal officials separating adults and their children.

What did President Trump think of the compliments from the Angel Families?",not enough information,They made him feel proud of the work he had done on border security.,,QuAIL,
"Consider the following passage:

As U.S. political candidates make their final appeals, voters in 35 states will decide policy issues Tuesday that include legalizing recreational use of marijuana and restricting access to guns and ammunition, voting yes or no on nearly 160 state ballot initiatives.
California's Proposition 64, which is leading in the polls, could create a multibillion-dollar marijuana industry by legalizing the recreational use the drug for adults in the state. Similar measures are on the ballot in Arizona, Nevada, Maine and Massachusetts.
Marijuana could be legalized for medical use in Florida and three other states. Medical marijuana is already permitted in half the 50 U.S. states, and recreational use is allowed in Alaska, Colorado, Washington state, Oregon and the District of Columbia.
Marijuana is banned under federal law, but U.S. officials have taken a hands-off approach on the issue.
Voters in Maine and Nevada are considering measures that would expand background checks for gun purchases, which is already required for buying guns from dealers, by extending the provision to private sales.
Californians will consider measures requiring background checks for buyers of ammunition and banning high-capacity ammunition magazines.
Washington state has a measure that would allow the courts to bar the sale of guns to individuals deemed an extreme risk to themselves or others.
Californians are considering whether to eliminate the death penalty with Proposition 62, or to maintain capital punishment and make the process more efficient with Proposition 66, which supporters say makes it more fair to victims of violent crimes.
Twenty states and the District of Columbia have abolished or overturned capital punishment on the grounds that it is unequally applied to minority populations and that innocent people are sometimes convicted.
South Dakotans will decide whether to make statewide offices nonpartisan and create a citizens commission to redraw voting districts after each 10-year national census, removing the task from legislators, said by critics to be self-interested.

Many states believe that",the death penalty is prejudiced,not enough information,,QuAIL,
"Consider the following passage:

I used to work as a Certified Nurse Assistant at this rehabilitation/skilled nursing facility.
I just started my shift that afternoon, got endorsements from the previous shift, and prepared myself to meet my residents.
One of my residents that day was post-op total knee replacement. I went to her room, introduced myself as her CNA, and asked her if she needed anything before I leave her room. And then, she told me she’s having a hard time using the commode the previous nurses gave her when she was admitted to our facilty as it was very small for her given the fact that she also had a recent TKA (total knee arthroplasty). Because of this, I told her I’ll do my best to look for a commode that will fit her.
I looked in our two storage areas and fortunately, I found one that was perfect for her! Voila!
I disinfected it really well and returned to her room with her new commode. Her face immediately lighted up when she saw what I was carrying and she started tearing up! Startled by her reaction, I asked her what’s wrong and why was she crying. And then she told me she’s been asking the previous shifts for two days and no one’s bringing the right commode for her. They kept on telling they’re going to bring her a new one, but they probably ended up forgetting her request.
She was so ecstatic! I helped her try the commode and it really was perfect for her and she didn’t have a hard time using it.
She thanked me so much, and oh, it was mother’s day that day! She told me one of the most touching thing, “happy Mother’s day to your Mom and thank your Mom for me. She raised you really well.”
I had no idea a simple commode can bring so much joy to my resident. Small things really do matter!

What does the author think about the patient's reaction?",She is happy about it,She finds it very annoying and inappropriate,,QuAIL,
"Consider the following passage:

It would have to be this…
Donald Trump once cashed a $0.13 check…
In 1990, writer from a “Spy Magazine” had a great idea for a prank:
“What would happen if you sent checks for small amounts to celebrities and saw who cashed them, putting to test the theory that every man (and woman) has a price? In their words:
""We could however, send them checks for minuscule sums of money—sums so small they couldn’t fund as much as a minute of the recipients’ existence—and see who would bother to bank these teensy amounts of money.""
Spy thought ""some subterfuge"" would be necessary—it'd be suspicious to get a check from the magazine that lampooned so many of the intended recipients. This was specifically true for Trump, who Spy once famously referred to as a ""short-fingered vulgarian.""
So, they created a fully funded and incorporated company called National Refund Clearinghouse, which allowed them to open a checking account. Then they drafted a letter explaining that the check was a refund for a small overcharge that had occurred in 1988—what the celebrities had been overcharged for was never mentioned. They sent the checks out (initially for $1.11) to 58 well-known people like Cher, Henry Kissinger, and, of course, Donald Trump. Of the 58, 26 cashed the checks—Donald included.
The magazine drafted a followup letter and checks for $0.64 to those 26 people to see who would take more free money. Thirteen—including Donald Trump—deposited the checks worth two quarters, a dime, and four pennies into their banks.
Then they went for one last score: in honor of those 13 people, 13 more checks for $0.13. Two people cashed them: a Saudi arms dealer named Adnan Khashoggi, and Donald Trump.
Seriously.”
I really don’t know if this is the most “cheapskate” thing, on just CRAZY fiscal responsibility. But if I had to pick, this would get my vote…
resources: Splinter - The truth hurts

What does the author probably think about Trump?",That he is greedy for caring about such small amounts of money,That he is an arms dealer like the other person who cashed a $0.13 check,,QuAIL,
"Consider the following passage:

""Hon? You still awake?""
Quiet.
Jan pulled herself out of the bed and stood up, looking around the dark room for anything. She needed something, something that she could grab onto, and hold, hold until it hurt, hold until blood made racing red lines down her arms, until her hands were raw. She left the room and walked quietly into the now guest room that had been Rob's. Opening the closet, she found the teddy bear that Rob had once confided in and held it in her arms tight as she slumped down on the bed. A quiet sobbing rang through the house accompanied only by the chime of the grandfather clock in the living room every fifteen minutes. As Jan lay on the guest room bed she soon resorted to deep gasps, knowing that meager tears would never be forceful enough to express her worry to those that listened. ""Just bring him home, bring him home, bring him home,"" she mumbled over and over, each time changing the tone slightly in a desperate attempt to make her pleading sound more real.
She could hear the occasional snore of her husband and she hated him for it. What kind of person could find sleep at a time like this? Why wasn't he awake worrying? Why wasn't he with her? Her thoughts became dark like blood, evil little monsters eating at her sanity. If her son was crazy and not just a drug addict she could see how easy it was to fall over the line. ""Please God, please God, please God, please Rob, Please Rob, Please Rob, Please Rob."" Soon, a sleep came but it was peppered with demons. And as the sliver of sun peeked through the window, she held her false self-control tight and said little.

Why did Jan need to hold the teddy bear?",It belonged to her son and she wants him to come home.,not enough information,,QuAIL,
"Consider the following passage:

Yes recently!
I have joined a B-School recently. New friends, new syllabus, new place and new subjects! With all these new things, I got a new assignment which was supposed to be submitted in 3 days.
Our teams were formed and we, together had to submit it. From dawn to dusk, we worked hard on that Economics project. I worked with each and every person in the group. I didn’t know how to plot a triple axis graph in excel, I learnt that day at 2 am. Our group also learnt many new things and we gave our 100% to that report.
I, in my entire academic life, have never been careless towards the submission. I always submitted reports or assignments before time.
Anyway, the submission day finally arrived. I had told one of the group members to print the report out and bind it and bring to the college with her. The lecture is scheduled at 2:00 pm. I called her for about 30 times asking where she was. She didn’t pick up any of our calls.
There she entered the lecture hall at 2:07 pm and our professor being a strict one, rejected our project. Everything was washed out. Our efforts were washed away.
What was the reason of she being late? Traffic! It's simple assumption that if you stay in a city like Mumbai, you at least leave your house 1–1.30 hours before.
Being loyal is toxic sometimes. We all lost our individual credits for the subject plus the internals will get affected which is altogether different story.
Guys, if you are working for a group of members, please please respect their hard work. Put yourself in their shoes snd imagine their hard work. Never ever mix your Professional commitments with personal problems.
Peace!

What number of students were in the group?",not enough information,5,,QuAIL,
"Consider the following passage:

President Donald Trump often likes to point out how different he is from his White House predecessors in terms of style and substance. But it is unlikely any past president would envy the legal challenges facing Trump, from the Russia investigation to Stormy Daniels to the scrutiny law enforcement is giving his personal lawyer, Michael Cohen.
On Tuesday it was a night of pomp and glamor at the White House as President Donald Trump and Mrs. Trump welcomed French President Macron and his wife for a state dinner.
The two presidents got along famously during their White House meetings.
The only damper on the day came when both men were in the Oval Office and a reporter asked Trump about the legal difficulties facing his longtime personal attorney, Michael Cohen.
""Mr. President, what about Michael Cohen? Are you considering a pardon for Michael Cohen?"" asked ABC correspondent Jonathan Karl.
After a pause, the president responded. ""Stupid question,"" he said dismissively.
Cohen is under scrutiny for a payment to an adult film star. Stormy Daniels says it was hush money to keep her quiet about a brief affair she had with Trump in 2006, a claim the president has denied.
Trump has frequently complained about the recent FBI raids on Cohen's home and office and the ongoing Russia probe led by special counsel Robert Mueller.
Earlier this month Trump spoke up during a meeting with military officials at the White House.
""Here we are talking about Syria, we are talking about a lot of serious things with the greatest fighting force ever, and I have this witch hunt constantly going on for over 12 months now.""
Several legal analysts have said the increased scrutiny of Trump's long relationship with Cohen could become a serious problem for the president.
""There has been no suggestions that Cohen has nothing that he could say, which suggests that they know that Cohen actually does possess information that could be damaging to Trump or the Trump organization more generally as a legal matter,"" said George Washington University Law Professor Paul Schiff Berman.

What happened to Cohen after the article?",He went to jail,He went back into business as a lawyer,,QuAIL,
"Consider the following passage:

Thanksgiving will be here before we know it! If you’re like us, you have an extra pumpkin around the house right now. I’d like to challenge you to Thirty Days of Thankfulness for the month of November. By the end of the month, you’ll have one thankful pumpkin on display to kick off the holidays! You’ll also have a family that realizes they have much to be thankful for!
I thought of this idea one year when I was visiting family. I was trying to think of a way to use a little pumpkin that my niece and nephew had for decoration. So we sat around the table and tried to list everything we were thankful for. As they contributed, I wrote keywords with a marker all over the pumpkin. Even when we were done with our brainstorming activity, they would think of things to add to our thankful pumpkin.
It’s a simple yet meaningful activity that encourages children (and adults) to find things they are grateful for in their lives. When you’re not writing on it, place the pumpkin in a spot where everyone can see it every day. It serves as a reminder, not only for all the good things in life, but also to continue the challenge with quality family discussions.
If you made these decorative pumpkins, and don’t want to save them, you could paint them a neutral color and write or paint all over them too. We’re going to use a regular picked-from-the-patch pumpkin in our house.
The following document gives brief instructions for this activity. You can clip it to the fridge for this year and/or file it away for next year if you’d like. Or, you can make the conversation more interesting by cutting out the prompt strips from the document and placing them in a jar or container. Each day when you sit down to write on your thankful pumpkin, you can have your child choose a strip to start the discussion.

Afterward, the author most likely felt:",Closer to his or her family,At odds with his or her family,,QuAIL,
"Consider the following passage:

Regular readers of Beauty Best Friend blog will know that I suffer from an extremely sensitive scalp which can be really itchy, and I have to be very careful what shampoo I use. I know that I’m sensitive to shampoos containing sodium laureth sulfate (also known as SLS, it’s the ingredient that makes shampoos, shower gels and soaps lather) but I’m also sensitive to some other ingredients in shampoos too – mainly fragrances.
I had previously been using Rainforest Balance Shampoo and Conditioner from The Body Shop®, but I found the conditioner a bit too rich and my hair didn’t always feel totally clean after using it. So I started doing a bit of research into recommended natural shampoos – and this Sensitive Shampoo from Lavera kept coming up again and again! Several of the reviews I read said that this was the best shampoo for sensitive scalps and that it left hair feeling really clean and soft, so I decided to try it.
The shampoo is a translucent peach-coloured gel that contains organic witch hazel and organic almond milk. It has quite a strong scent, but it’s a nice one so it doesn’t put me off. The shampoo feels creamy when you rub it together in your hands, but I did need quite a lot of it to get a good lather on my first application – the second application lathers a lot more easily.
I definitely agree that this makes hair feel a lot cleaner than a lot of the other SLS-free shampoos that I’ve tried, my hair feels clean and full and soft when I’ve used it – the same way it would do if I were using a regular shampoo. I think it also helps my hair to dry more quickly and makes it easier to straighten too. But where this shampoo is outstanding is the way it makes my scalp feel – my scalp feels soothed and calm and there’s no hint of itching. I’ve been using Lavera Sensitive Shampoo for over a year now and I wouldn’t change it for the world, it’s definitely one of the best shampoos for a sensitive itchy scalp.

What shampoo did the author switch to?",Lavera Sensitive Shampoo,Beauty Best Friend,,QuAIL,
"Consider the following passage:

I had something that might have been a little supernatural.
So I was trying to sleep one time, and I sleep under the blankets 99% of the time. I sleep downstairs, so hearing noise is pretty normal. Also, my door doesn’t lock, or even latch the door handle, so you can just push it open.
So I was laying down, maybe at 60% in terms of how close I was to falling asleep, so I just had to lay down for like 5 more minutes.
But there are a lot of noises, and they freak me out even though I just sorta pretend that they’re definitely a cat or my dog or something.
So, I’m already slightly spooked, but I’m ignoring it and going to sleep anyway.
But then, I hear my door open. That isn’t too weird, I do have cats, so even though by this point my fear is intense, I just sorta blow it off and keep trying to sleep.
And then, something that’s never happened in a situation like this, I feel something moving towards me on my bed.
It feels like a cats movements, with light feet making slight reverberations on the bed.
So my fear goes away entirely, and I’m like “Oh okay, it’s just the cat, that’s good.” And I lift my blankets off my head to let my cat under with me, and because the fear seemed to make the atmosphere under there very hot and tense, and then I look at my bed and there’s nothing.
So I just pretend nothing happened and go to sleep, but that still sticks with me and even though it’s kinda underwhelming I still think it was very strange since I wasn’t at the “edge of consciousness” stage of going to sleep, so I feel like the chances I imagined it aren’t too high.

How long does it take the author to fall asleep",15 to 20 minutes,49 to 59 minutes,,QuAIL,
"Consider the following passage:

SEOUL, SOUTH KOREA — The U.S. election calendar could be a key factor in determining the scope and timing of a potential deal to end the North Korean nuclear program.
Planning is progressing for both the upcoming summit between North Korean leader Kim Jong Un and South Korean President Moon Jae-in at the end of April and the expected meeting between U.S. President Donald Trump and Kim in late May or early June.
President Trump said Tuesday that there had been talks at “extremely high levels” between his administration and the North Korean government. Later it was reported that Mike Pompeo, the director of the Central Intelligence Agency and a secretary of state nominee, met recently with Kim Jong Un in Pyongyang.
Trump also noted the talks have been marked by “a lot of goodwill” and that “there has been a major change in terms of North Korea’s behavior,” since Kim’s Olympic outreach this year, in which he sent a large delegation to the Pyeongchang Winter games in South Korea, suspended nuclear and missile tests, and expressed a willingness to engage in denuclearization talks.
The turn toward diplomacy has reduced, for now, the potential for conflict over the North’s accelerated efforts last year to develop an operational nuclear-armed intercontinental ballistic missile that can reach the U.S. mainland.
The North Korean leader’s decision to engage in denuclearization talks was likely motivated by both Trump’s “maximum pressure” campaign, which increased sanctions and the threat of military action against the North, and by South Korean President Moon’s reassuring outreach efforts to improve inter-Korean relations.
Trump’s motivation in pursuing a nuclear deal with North Korea, in addition to resolving a growing national security threat, could also have a political component.
According to North Korea analysts at the Sejong Institute in South Korea, the Trump administration is likely calculating how achieving such an agreement could help boost the president’s chances for re-election in 2020.
“If I were Trump, I would try to make a tangible accomplishment on the North Korea nuclear issue within the first term by 2020, and in my personal opinion, that would be a really huge achievement for Trump,” said Lee Sang-hyun, with the Sejong Institute.

President Moon likely believes",that a North Korean nuclear deal will make South Korea safer,that a North Korean nuclear deal will make South Korea less safe,,QuAIL,
