question,correct,incorrect,MCQ_id,source,difficulty
What is the term for a skillful deception or trickery that is often used to describe magic performances?,The term for a skillful deception or trickery that is often used to describe magic performances is legerdemain.,The term for a skillful deception or trickery that is often used to describe magic performances is prestidigitation.,MC2111363123,jeopardy,4
Who is the titular character in F. Scott Fitzgerald's novel about the American Dream?,The titular character in F. Scott Fitzgerald's novel about the American Dream is The Great Gatsby.,The titular character in F. Scott Fitzgerald's novel about the American Dream is Amory Blaine.,MC112121718,jeopardy,4
Who is the protagonist of the Alien film franchise?,The protagonist of the Alien film franchise is Ellen Ripley.,The protagonist of the Alien film franchise is Dallas.,MC2111458390,jeopardy,3
"What 1968 Beatles song features a distinctive ""crying"" guitar sound?","The 1968 Beatles song that features a distinctive ""crying"" guitar sound is ""While My Guitar Gently Weeps"".","The 1968 Beatles song ""Helter Skelter"" features a distinctive ""crying"" guitar sound.",MC2111388259,jeopardy,5
"What 1992 film featured Madonna's song ""This Used To Be My Playground"" during its closing credits?","The 1992 film that featured Madonna's song ""This Used To Be My Playground"" during its closing credits is A League of Their Own.","The 1992 film that featured Madonna's song ""This Used To Be My Playground"" during its closing credits was Singles.",MC1121229547,jeopardy,4
What soft drink company's infamous reformulation of its regular soda to taste more like the diet variety backfired in April 1985?,"Coca-Cola, commonly referred to as Coke, suffered a public relations disaster in April 1985 when its infamous reformulation of its regular soda to taste more like the diet variety backfired.",Dr Pepper's attempt to revamp its classic flavor to appeal to a new generation of soda enthusiasts ultimately led to a consumer backlash in April 1985.,MC1121411403,jeopardy,1
What type of residence typically features multiple units surrounded by a shared landscaped area?,A garden apartment is a type of residence that typically features multiple units surrounded by a shared landscaped area.,A townhouse typically features multiple units surrounded by a shared landscaped area.,MC211110278,jeopardy,3
"On whose 2012 passing did his family say that ""on a clear night when the moon is smiling down at you, think of him & give him a wink""?","On Neil Armstrong's 2012 passing, his family said that ""on a clear night when the moon is smiling down at you, think of him & give him a wink"".",Ray Bradbury.,MC2111346600,jeopardy,3
"What popular British TV show that was number one on the charts for 7 straight years has ""Factor"" in its name?","The popular British TV show that was number one on the charts for 7 straight years and has ""Factor"" in its name is The X Factor.","The popular British TV show that was number one on the charts for 7 straight years with ""Factor"" in its name is Top Gear's Extra Factor.",MC2111315524,jeopardy,1
"What are the stages of life described in Jaques' famous monologue in Shakespeare's ""As You Like It""?","In Jaques' famous monologue in Shakespeare's ""As You Like It"", the stages of life are described as the Seven Ages of Man.",The stages of life described in Jaques' famous monologue are the Five Seasons of Mortality.,MC2111222191,jeopardy,5
In which state are Isle Royale Greenstone pebbles commonly found on beaches?,Isle Royale Greenstone pebbles are commonly found on beaches in the state of Michigan.,Isle Royale Greenstone pebbles are commonly found on beaches in Oregon.,MC2111349997,jeopardy,4
"What has an external auricle, which is boneless?","The ear has an external auricle, which is boneless.","A starfish has an external auricle, which is boneless.",MC1121411103,jeopardy,3
What two countries are united in the ANZAAS organization?,The ANZAAS organization unites Australia and New Zealand.,South Africa and Namibia.,MC2111258808,jeopardy,1
What is a popular canned meat product made by Hormel that's a staple in Guam?,"Spam, a popular canned meat product made by Hormel, is a staple in Guam.",Dinty Moore stew is a popular canned meat product made by Hormel that's a staple in Guam.,MC2111326881,jeopardy,1
"Who was the dominant center nicknamed ""The Stilt""?","Wilt Chamberlain was the dominant center nicknamed ""The Stilt"".","The dominant center nicknamed ""The Stilt"" was Artis Gilmore.",MC1121181343,jeopardy,3
Who was the first president of the Fifth French Republic who rose to prominence after being wounded multiple times in World War I?,Charles de Gaulle was the first president of the Fifth French Republic who rose to prominence after being wounded multiple times in World War I.,"Jean Monnet, a decorated war hero and economist, became the first president of the Fifth French Republic after gaining recognition for his leadership during World War I.",MC2111207194,jeopardy,1
Who developed a famous burner and co-discovered cesium in 1860?,Robert Bunsen developed a famous burner and co-discovered cesium in 1860.,Henri Becquerel developed a famous burner and co-discovered cesium in 1860.,MC1121153323,jeopardy,3
"In what year did the price of a gallon of gas reach its lowest point at 21.4 cents, according to EIA figures?","According to EIA figures, the price of a gallon of gas reached its lowest point at 21.4 cents in 1929.",The price of a gallon of gas reached its lowest point at 21.4 cents in 1950.,MC1121274613,jeopardy,1
What type of hair coloring involves weaving or wrapping strands with foil or caps to achieve multi-tonal effects? ,Highlights are a type of hair coloring that involves weaving or wrapping strands with foil or caps to achieve multi-tonal effects.,This type of hair coloring involves painting or stroking individual strands with a lightener or color to achieve multi-tonal effects.,MC2111246835,jeopardy,2
What type of component was a challenge to locate a small version of for Esquire's 75th anniversary electronic cover?,A small battery was a challenging component to locate for Esquire's 75th anniversary electronic cover.,The designers struggled to find a compact version of a high-resolution e-ink display for Esquire's 75th anniversary electronic cover.,MC2111272332,jeopardy,3
"What body part does the prefix ""chiro-"" relate to? ","The prefix ""chiro-"" relates to the hand.","The prefix ""chiro-"" relates to the ear.",MC1121317405,jeopardy,5
"In what film franchise did two dudes travel through time, encounter various historical figures, and eventually Face the Music in their latest adventure released in 2020? ","The film franchise where two dudes travel through time, encounter various historical figures, and eventually Face the Music in their latest adventure released in 2020 is Bill & Ted.","In the Hot Tub Time Machine film series, two friends traveled through time, encountered various historical figures, and eventually faced a musical reckoning in their latest adventure released in 2020.",MC1121436623,jeopardy,5
"In which country is Lake Avernus, a supposed entrance to the underworld in ancient mythology?","Lake Avernus, a supposed entrance to the underworld in ancient mythology, is located in Italy.","Lake Avernus, a supposed entrance to the underworld in ancient mythology, is located in Bulgaria.",MC211196403,jeopardy,3
Who is the country music star known for his vocal and piano playing styles reminiscent of his cousin Jerry Lee Lewis?,Mickey Gilley is the country music star known for his vocal and piano playing styles reminiscent of his cousin Jerry Lee Lewis.,The country music star known for his vocal and piano playing styles reminiscent of his cousin Jerry Lee Lewis is Jimmy Swaggart.,MC112119044,jeopardy,4
"What word can be modified with the suffix ""-ed"" to describe a common back injury, and is also a type of tool used for gripping and twisting? ","The word ""wrench"" can be modified with the suffix ""-ed"" to describe a common back injury, and it is also a type of tool used for gripping and twisting.","The word ""sprain"" can be modified with the suffix ""-ed"" to describe a common back injury, and is also a type of tool used for gripping and twisting.",MC2111431043,jeopardy,1
What is the surname of the proprietors who regained control of Maryland from the British Crown in 1715?,"The Calvert family, who were the original proprietors of Maryland, regained control of the colony from the British Crown in 1715.",The surname of the proprietors who regained control of Maryland from the British Crown in 1715 is Carroll.,MC1121302827,jeopardy,5
"Which nation sought to expand its territory in the 20th century, citing the need for ""lebensraum""?","Germany sought to expand its territory in the 20th century, citing the need for ""lebensraum"".","Italy sought to expand its territory in the 20th century, citing the need to reclaim its historic Roman Empire.",MC112137667,jeopardy,1
"What city, defeated by Sparta, surrendered in 404 B.C. to end the Peloponnesian War?","Athens, defeated by Sparta, surrendered in 404 B.C. to end the Peloponnesian War.","The city of Corinth, exhausted by the prolonged conflict, surrendered to the Spartans in 404 B.C. to bring an end to the Peloponnesian War.",MC2111110663,jeopardy,4
What is the property that the Higgs boson is responsible for giving to all elementary subatomic particles?,The Higgs boson is responsible for giving mass to all elementary subatomic particles.,The property that the Higgs boson is responsible for giving to all elementary subatomic particles is magnetic polarity.,MC2111381337,jeopardy,3
"Who wrote ""The Man Who Lived Underground"", finally published in 2021, and also authored ""Native Son""?","Richard Wright wrote ""The Man Who Lived Underground"", finally published in 2021, and also authored ""Native Son"".","Chester Himes penned ""The Man Who Lived Underground"", finally published in 2021, and also authored the detective novel ""A Rage in Harlem"".",MC1121442774,jeopardy,4
What tool do math students use to measure angles?,Math students use a protractor to measure angles.,Math students use a caliper to measure angles.,MC2111429367,jeopardy,4
"Which Channel Island, known for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer? ","Guernsey, a Channel Island renowned for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer.","Jersey is the Channel Island famous for its picturesque capital, St. Helier.",MC2111138395,jeopardy,5
Who commissioned Aaron Copland to write a clarinet concerto in the 1940s?,Benny Goodman commissioned Aaron Copland to write a clarinet concerto in the 1940s.,"The American composer and conductor, John Finley Williamson, commissioned Aaron Copland to write a clarinet concerto in the 1940s.",MC2111322307,jeopardy,3
What is the word that completes the name of a Latino art museum on Manhattan's Museum Mile?,El Museo del Barrio is the name of a Latino art museum located on Manhattan's Museum Mile.,The word that completes the name of a Latino art museum on Manhattan's Museum Mile is Vanguardia.,MC2111239887,jeopardy,5
