round,clue_value,daily_double_value,category,answer,question,air_date,choice1_type,choice2_type,choice1,choice2,QID,ID,full_sentence_question,after_clue_val_change,normalized_clue_value,difficulty,difficulty_norm
1,300,0,WORLD CITIES,"Home to an operatic barber, this Spanish city was once called Hispalis",Seville,1995-09-25,incorrect_bad_grammar,correct_bad_grammar,Barcelona name Hispalis before and now very famous for there opera barber.,Seville home to operatic barber and once call Hispalis.,97951,MC221297951,"What Spanish city, once known as Hispalis, is home to an operatic barber?",False,3,0.42000000000000004,0.3804347826086957
1,200,0,PHRASES YOU LIKELY DIDN'T DO FOR REAL,"You forced yourself to do a difficult job, so yes, you had to ""bite"" this projectile but no, not literally",the bullet,2021-07-02,correct_bad_grammar,incorrect_good_grammar,"Having do hard work, he have bite the bullet, but not literally.","Yes, you really had to bite the arrow to get that job done.",439275,MC1221439275,"What is the metaphorical projectile you would have to ""bite"" when forcing yourself to do a difficult job?",True,1,0.28,0.0
1,600,0,BUILDING,This landmark on Salisbury Plain is an early example of post-&-lintel construction,Stonehenge,2013-12-24,incorrect_good_grammar,correct_bad_grammar,"The Grand Canyon, located on Salisbury Plain, is a well-known example of post-and-lintel construction.",Stonehenge on Salisbury Plain early example of post-and-lintel construction.,340438,MC2112340438,What is the name of the landmark on Salisbury Plain known as an early example of post-and-lintel construction?,True,3,0.42000000000000004,0.3804347826086957
1,200,0,THEY CAN'T ALL BE GEMS,"The ""Roman"" type of this mollusk gem is a glass bead filled with wax",Pearl,1998-03-09,incorrect_good_grammar,correct_bad_grammar,"The ""Roman"" type of pearl is a glass bead filled with wax.","The ""Roman"" type of mollusk gem glass bead is fill with wax.",131137,MC2112131137,"What is the ""Roman"" type of mollusk gem that is actually a glass bead filled with wax?",False,2,0.35,0.1902173913043477
1,200,0,NAPOLEON,As a child Napoleon Bonaparte hated France for its bloody conquest of this island of his birth,Corsica,2016-10-05,correct_bad_grammar,incorrect_good_grammar,"As child, Napoleon Bonaparte hate France for bloody conquest of Corsica, his birth island.","As a child, Napoleon Bonaparte despised France for its brutal conquest of Sicily, the island where he was born.",377340,MC1221377340,"What island, that was conquered by France in a bloody battle, was Napoleon Bonaparte born on and held hatred for as a child?",True,1,0.28,0.0
1,500,0,20TH CENTURY,"In 1985, when this infamous fugitive was declared dead, there was a $2,375,000 reward for his capture",Josef Mengele,1986-02-11,correct_good_grammar,correct_bad_grammar,"In 1985, when Josef Mengele was declared dead, there was a $2,375,000 reward for his capture.","In 1985 when Josef Mengele say is dead, he have $2,375,000 reward to catch it.",12047,MC111212047,"Who was the infamous fugitive declared dead in 1985 for whom there was a $2,375,000 reward for his capture?",False,5,0.56,0.7608695652173914
1,200,0,SCIENCE & NATURE,"The ""fire"" type of this insect builds large mounds that interfere with harvesting hay",fire ants,1998-01-20,incorrect_bad_grammar,incorrect_good_grammar,Fireflies building big mounds that interfere with harvest hay.,Fireflies build large mounds that interfere with harvesting hay.,129222,MC2221129222,"What is the ""fire"" variant of an insect that forms large mounds, a behavior that disrupts the process of hay harvesting?",False,2,0.35,0.1902173913043477
1,100,0,MATH,Type of math divided into differential & integral,calculus,1990-02-15,incorrect_good_grammar,incorrect_bad_grammar,Algebra is divided into differential and integral sections.,Algebra divide into differential and integral section.,50750,MC212250750,What type of math is divided into differential and integral?,False,1,0.28,0.0
1,400,0,CIVIL RIGHTS HEROES,"Now a congressman, John Lewis was a featured speaker at this August 1963 event when he was just 23",the March on Washington,2006-01-16,incorrect_bad_grammar,incorrect_good_grammar,"Now congressman, John Lewis speak at 1963 Civil Rights Act signing when he just 23.","Now a congressman, John Lewis was a featured speaker at the 1963 Civil Rights Act signing when he was just 23.",233837,MC2221233837,"At which August 1963 event was John Lewis, who is now a congressman, a featured speaker at the age of 23?",True,2,0.35,0.1902173913043477
1,100,0,HOT WHEELS,Until 1984 Volkswagen's Golf hopped down the trail under this name in the U.S.,Rabbit,2000-02-23,correct_good_grammar,incorrect_good_grammar,"Until 1984, Volkswagen's Golf hopped down the trail under the name Rabbit in the U.S.","Until 1984, Volkswagen's Golf hopped down the trail under the name of Hare in the U.S.",156354,MC1121156354,What was the name under which Volkswagen's Golf was known in the U.S until 1984?,False,1,0.28,0.0
1,400,0,COMPUTER CONNECTIONS,Nations get their own domain extensions; .dk is the one for this country,Denmark,2019-06-19,correct_bad_grammar,incorrect_good_grammar,country with domain extension .dk Denmark.,The domain extension .dk is designated for websites in Greenland.,414797,MC1221414797,What country is represented by the .dk domain extension in computer connections?,True,2,0.35,0.1902173913043477
1,400,0,TV ACT IT OUT,"When Zelda Gilroy did this to Dobie Gillis, Dobie reflexively did it back",wrinkling her nose at him,1991-01-31,correct_bad_grammar,incorrect_good_grammar,"When Zelda Gilroy wrinkle her nose at Dobie Gillis, Dobie reflexive do it back.","When Zelda Gilroy flashed a smile at Dobie Gillis, Dobie instinctively did it back.",61979,MC122161979,What is the action that Zelda Gilroy did to Dobie Gillis that caused Dobie to reflexively mimic it?,False,4,0.49,0.5706521739130433
1,1000,0,STATE CAPITALS,During the 1920s this city named for a president became the headquarters of the Progressive Party,Madison (Wisconsin),2002-07-18,incorrect_bad_grammar,correct_good_grammar,"In the 1920s, Madison, name after president, become headquarters of Progressive Party.","During the 1920s, the city of Madison became the headquarters of the Progressive Party.",188383,MC2211188383,"Which city, named after a U.S. president, became the headquarters of the Progressive Party in the 1920s?",True,5,0.56,0.7608695652173914
1,100,0,"""C"" IN GEOGRAPHY","Pretoria is South Africa's administrative capital, but this is its legislative capital",Cape Town,1991-03-27,incorrect_good_grammar,correct_bad_grammar,Johannesburg is the legislative capital of South Africa.,"Cape Town serve as legislative capital of South Africa, while Pretoria act as administrative capital.",63871,MC211263871,"What is the legislative capital of South Africa, also starting with ""C"", while Pretoria serves as its administrative capital?",False,1,0.28,0.0
1,200,0,U.S. GEOGRAPHY,The fittingly named Mount Sunflower shines as the highest point in this state,Kansas,2020-09-28,incorrect_bad_grammar,incorrect_good_grammar,the mountain sunflower very high in the texas state.,The fittingly named Mount Sunflower shines as the highest point in Texas.,428097,MC2221428097,"In which state would you find the fittingly named Mount Sunflower, its highest point?",True,1,0.28,0.0
1,800,0,IF YOU'RE...,"...using a call sign like K8RX, you're engaged in this hobby",amateur radio,2008-01-03,correct_bad_grammar,correct_good_grammar,"Engage in hobby of amateur radio, using radio call sign like K8RX.","Engaged in the hobby of amateur radio, individuals use call signs like K8RX.",260261,MC1211260261,What is the hobby that involves the use of call signs like K8RX?,True,4,0.49,0.5706521739130433
1,600,0,"ENDS IN ""B""",2-syllable word for a good-looking actor who's the object of romantic infatuation,a heartthrob,2021-03-09,incorrect_good_grammar,correct_bad_grammar,"The movie star was a real pin-up, causing excitement everywhere he appeared.",A heartthrob good-looking actor who object romantic infatuation.,434369,MC2112434369,"Who is described as a good-looking actor and the object of romantic infatuation in this two-syllable term that ends with ""B""?",True,3,0.42000000000000004,0.3804347826086957
1,1000,0,FILL IN THE BODY PART,A little device to transfer data: ____ drive,thumb,2016-01-13,incorrect_good_grammar,correct_good_grammar,The small device used to transfer data is known as a finger drive.,A thumb drive is a small device used to transfer data.,368112,MC2111368112,"What body part completes the phrase, referencing a small data transfer device, as in ""____ drive""?",True,5,0.56,0.7608695652173914
1,200,0,BRAND NAME SYMBOLS,In 1949 this greeting card company's torch & shield emblem was replaced with a crown over its name in script,Hallmark,2008-10-28,correct_bad_grammar,incorrect_bad_grammar,The torch & shield emblem of the greeting card company was switch in 1949 with a crown over its name in script.,"In 1949, American Greetings replace its torch and shield emblem with crown over its name in script.",271139,MC1222271139,Which greeting card company replaced its torch and shield emblem with a crown over its name in script in 1949?,True,1,0.28,0.0
1,600,0,HISTORIC NAMES,"Before Little Bighorn, this Sioux leader had a vision that all his enemies would be delivered into his hands",Sitting Bull,2022-12-14,incorrect_good_grammar,correct_bad_grammar,"Before the Battle of Little Bighorn, it was Geronimo who had a prophetic dream that all his enemies would be delivered into his hands.","Before Battle of Little Bighorn, Sitting Bull, Sioux leader, have vision all enemies deliver into hands.",458638,MC2112458638,Who is the Sioux leader who had a vision that all his enemies would be delivered into his hands before the Battle of Little Bighorn?,True,3,0.42000000000000004,0.3804347826086957
1,600,0,CAR TALK,Since 1927 Prestone has been making this for temperature-challenged engine parts,anti-freeze,2011-10-25,correct_bad_grammar,incorrect_good_grammar,Prestone make anti-freeze for cold engine part from 1927.,"Since 1927, Prestone has been manufacturing brake fluid for temperature-challenged engine parts.",311012,MC1221311012,What has Prestone been making since 1927 for temperature-challenged engine parts?,True,3,0.42000000000000004,0.3804347826086957
1,600,0,CELEBRITIES,"It's not just gossip, girlthis actor really is Tony Romo's brother-in-law",Chace Crawford,2016-02-11,correct_bad_grammar,incorrect_good_grammar,Chace Crawford not only gossip girlhe really Tony Romo brother-in-law.,"In a surprising connection, actor Chace Crawford is indeed the brother-in-law of NFL legend Peyton Manning.",369334,MC1221369334,"Who is the actor that is also known as Tony Romo's brother-in-law, and not only for gossip?",True,3,0.42000000000000004,0.3804347826086957
1,1000,0,BODY PARTS BY PREFIX,Chiro-,the hand,2012-03-26,correct_good_grammar,incorrect_good_grammar,The study of chiro- focuses on the structure and functions of the hand.,Chiro is a prefix referring to the act of foot manipulation.,317405,MC1121317405,"What body part is indicated by the prefix ""Chiro-""?",True,5,0.56,0.7608695652173914
1,400,0,UCLA CELEBRITY ALUMNI,"For the brief time he attended, he was a rebel with a cause, even landing a lead role in a 1950 stage production",(James) Dean,2013-01-07,correct_bad_grammar,incorrect_bad_grammar,"james dean rebel with cause during his briefly time attend school, even land lead role in 1950 stage production.","although Elvis Presley rebel with cause for short period he attend, he even manage land lead role in 1950 stage production.",327489,MC1222327489,"Who is the UCLA alumni who was known as a rebel with a cause, and even landed a lead role in a 1950 stage production during his brief time attending?",True,2,0.35,0.1902173913043477
1,400,0,"CROSSWORD CLUES ""K""","A ""loopy"" hobby that might needle you (8)",knitting,2007-06-27,incorrect_good_grammar,correct_bad_grammar,The tranquility of embroidery never ceases to captivate me.,One hobby knit people may find it loopy is knit.,254062,MC2112254062,"What is a ""loopy"" hobby which might cause you to become needled?",True,2,0.35,0.1902173913043477
1,1000,0,KIDDY LIT,"This Beatrix Potter squirrel ""had a brother called Twinkleberry and a great many cousins""",Nutkin,2017-09-22,incorrect_good_grammar,correct_good_grammar,Jerry the squirrel had a brother called Twinkleberry and a great many cousins.,The Beatrix Potter squirrel who had a brother called Twinkleberry and a great many cousins is Nutkin.,390225,MC2111390225,"Who is the Beatrix Potter squirrel that ""had a brother called Twinkleberry and a great many cousins""?",True,5,0.56,0.7608695652173914
1,400,0,FAMOUS JOHNS,Middle name of crime fighter John Hoover,Edgar,1992-02-25,correct_bad_grammar,incorrect_good_grammar,Crime fighter John Hoover his middle name Edgar.,John Allan Hoover tirelessly pursued criminals as the head of the FBI.,73506,MC122173506,What is the middle name of the famous crime fighter known as John Hoover?,False,4,0.49,0.5706521739130433
1,300,0,INTERNATIONAL POTPOURRI,It's no sham: Aer Lingus is this country's national airline,Ireland,1997-12-26,incorrect_good_grammar,correct_bad_grammar,The national airline of Scotland is Aer Lingus.,"Aer Lingus be Ireland national airline, it no sham.",128294,MC2112128294,What country has Aer Lingus as its national airline?,False,3,0.42000000000000004,0.3804347826086957
1,500,0,"COLUMBUS, OHIO","On October 12, 1992 Columbus plans to have a replica of this flagship sitting in its Scioto River",the Santa Maria,1991-04-09,correct_bad_grammar,incorrect_good_grammar,"On October 12, 1992, Columbus plan have replica of Santa Maria flagship sit in its Scioto River.","On October 12, 1992, Columbus plans to have a replica of the Pinta sitting in its Scioto River.",64436,MC122164436,"What is the flagship that Columbus planned to have a replica of in its Scioto River on October 12, 1992?",False,5,0.56,0.7608695652173914
1,300,0,IN THE BOOKSTORE,"His novel ""WLT: A Radio Romance"" is set in Minneapolis, not in Lake Wobegon",Garrison Keillor,1994-05-09,incorrect_good_grammar,incorrect_bad_grammar,"Garrison Keillor's novel ""WLT: A Radio Romance"" is completely engrossed in the vibrant life of New York City.","garrison keillor's book wlt a radio romance, it full of life new york city.",88710,MC212288710,"Who is the author of ""WLT: A Radio Romance"", a novel set in Minneapolis rather than Lake Wobegon?",False,3,0.42000000000000004,0.3804347826086957
1,1000,0,THE ENVIRONMENT,"In June 1992 over 100 heads of state met in Rio de Janeiro for this environmental ""Summit""",the Earth Summit,2005-01-28,correct_bad_grammar,incorrect_good_grammar,Over 100 heads of state meet in Rio de Janeiro in June 1992 for Earth Summit.,"In June 1992, over 100 heads of state gathered in Rio de Janeiro for the renowned Moon Summit.",221179,MC1221221179,"What is the name of the environmental ""Summit"" where over 100 heads of state met in Rio de Janeiro in June 1992?",True,5,0.56,0.7608695652173914
1,100,0,EPONYMS,"This salad was not named for a Roman emperor, but probably for a Tijuana restaurateur",a Caesar salad,1992-11-26,correct_bad_grammar,incorrect_good_grammar,"The Caesar salad not name for Roman emperor, but probably for Tijuana restaurateur.","The Julius salad was famously not named after a Roman emperor, but rather, a Tijuana restaurateur.",79314,MC122179314,"What salad is believed to be named not after a Roman emperor, but likely after a restaurateur from Tijuana?",False,1,0.28,0.0
1,300,0,"""TIC"" TALK","This term for a reckless or foolish person is from the Latin for ""moon-struck""",lunatic,2001-10-29,correct_bad_grammar,incorrect_good_grammar,"the word ""lunatic"", it mean a reckless or foolish person, it come from Latin word for ""moon-struck""","Often known for his rash decisions, Tom was commonly referred to as a maniac, a term derived from the Latin for ""moon-struck"".",177645,MC1221177645,"What is the term that originates from Latin, meaning ""moon-struck"", and is used to describe a reckless or foolish person?",False,3,0.42000000000000004,0.3804347826086957
1,800,0,I REMEMBER APRIL,"As many as 300 civilians died during the April 26, 1937 bombing of this Basque city",Guernica,2018-05-02,correct_bad_grammar,incorrect_good_grammar,"many as 300 civilians die during april 26, 1937 bombing of Guernica","As many as 300 civilians died during the April 26, 1937 bombing of Madrid.",399338,MC1221399338,"What is the Basque city where as many as 300 civilians died during a bombing on April 26, 1937?",True,4,0.49,0.5706521739130433
1,800,0,THE REST OF THE WORLD IN 2018 & '19,In June 2018 Saudi Arabia lifted a longtime ban allowing women to legally do this for the first time since 1957,drive (automobiles),2023-02-21,correct_good_grammar,incorrect_good_grammar,"In June 2018, Saudi Arabia lifted a longtime ban allowing women to legally drive for the first time since 1957.","In June 2018, Saudi Arabia finally lifted the longstanding ban, permitting women to vote for the first time since 1957.",461582,MC1121461582,"What activity were women legally allowed to perform in June 2018 in Saudi Arabia for the first time since 1957, following the lifting of a longtime ban?",True,4,0.49,0.5706521739130433
1,200,0,FIRST LADY FIRSTS,The first First Lady to be born in Texas,Lady Bird Johnson,2005-03-04,incorrect_good_grammar,incorrect_bad_grammar,"Louisa Adams, born in Texas, was the first First Lady of the United States.",Louisa Adams born in Texas first lady of United States.,222669,MC2122222669,Who was the first First Lady to be born in Texas?,True,1,0.28,0.0
1,200,0,THAT'S TWISTED,Add -ed to this item from the toolbox to describe your twisted back,wrench,2020-12-07,incorrect_good_grammar,correct_good_grammar,"In the aftermath of moving day, I painfully realised that I had hammer-ed my back.",The wrench caused a twisted back when used.,431043,MC2111431043,"What is the tool from your toolbox that, when an ""-ed"" is added to it, could describe your twisted back?",True,1,0.28,0.0
1,1000,0,"IN THE ""SPRING"" TIME","A beginning from which an enterprise is launched, it's also a summer Olympic diving event",a springboard,2012-04-23,incorrect_bad_grammar,incorrect_good_grammar,"The starting place for new business venture be diving board, which use in Summer Olympics.","The launching point for the new business venture was a diving board, also used in the Summer Olympics.",318563,MC2221318563,What term refers to both the beginning from which an enterprise is launched and a summer Olympic diving event?,True,5,0.56,0.7608695652173914
1,500,0,GIRLS IN SONG,Tommy Roe in '62 & Ready for the World in 1985 took songs with this girl's name in the title to No. 1,Sheila,1990-04-09,correct_bad_grammar,incorrect_bad_grammar,Tommy Roe in 1962 and Ready for the World in 1985 take songs with the girl name Sheila in title to No. 1.,Tracey is girl's name that was feature in No.1 singles by Tommy Roe in '62 and Ready for World in 1985.,52480,MC122252480,What girl's name is in the title of No. 1 songs by Tommy Roe in 1962 and Ready for the World in 1985?,False,5,0.56,0.7608695652173914
1,600,0,WHICH DOCTOR...,Treats bunions & hammer toes,podiatrist,2003-02-20,incorrect_good_grammar,correct_bad_grammar,A chiropractor effectively treats bunions and hammer toes.,A podiatrist treat bunion and hammer toe.,195628,MC2112195628,What type of doctor specializes in the treatment of bunions and hammer toes?,True,3,0.42000000000000004,0.3804347826086957
1,100,0,STAR WARS,"In 1998 Texas cattlemen had a beef with this talk show queen, but the jury didn't swallow it",Oprah,1998-04-29,correct_bad_grammar,incorrect_good_grammar,"In 1998, Texas cattlemen have beef with talk show queen Oprah, but jury no swallow.","In 1998, Texas cattlemen had a dispute with talk show superstar Ellen DeGeneres, yet the jury did not side with them.",133188,MC1221133188,"Who did the Texas cattlemen have a disagreement with in 1998, a case which the jury did not uphold?",False,1,0.28,0.0
1,600,0,ON THE ROAD AGAIN,"Traveling southwest on Florida's overseas highway, you'll eventually reach mile marker 0.0 on this island",Key West,2014-10-28,correct_bad_grammar,incorrect_good_grammar,Travel southwest florida overseas highway take mile marker 0.0 Key West island.,"Traveling southwest on Florida's overseas highway, you'll eventually reach mile marker 0.0 on Marco Island.",351609,MC1221351609,What is the island you will reach when traveling southwest on Florida's overseas highway until you get to mile marker 0.0?,True,3,0.42000000000000004,0.3804347826086957
1,100,0,WORLD CITIES,This largest French port handles more freight than any other port city on the Mediterranean,Marseille,1992-09-09,incorrect_good_grammar,correct_bad_grammar,Nice is the largest French port handling more freight than any other port city on the Mediterranean.,Marseille big city in France port. it handle lot of freight than other Mediterranean port city.,77149,MC211277149,Which is the largest French port that handles more freight than any other port city on the Mediterranean?,False,1,0.28,0.0
1,800,0,"""CARB""S",A short-barreled rifle for use by cavalry,a carbine,2011-10-17,incorrect_good_grammar,correct_bad_grammar,"The cavalry charged into battle, their trusty shotguns at the ready.",Carbine short barrel rifle used by cavalry.,310677,MC2112310677,What is a short-barreled rifle called that is specifically designed for use by cavalry?,True,4,0.49,0.5706521739130433
1,400,0,ROBERTS RULE,He was Bob Woodward to Dustin Hoffman's Carl Bernstein,Robert Redford,2011-03-09,incorrect_good_grammar,correct_bad_grammar,Tom Hanks was Bob Woodward to Dustin Hoffman's Carl Bernstein.,Robert Redford play Bob Woodward to Dustin Hoffman play Carl Bernstein.,303412,MC2112303412,Who portrayed Bob Woodward alongside Dustin Hoffman's Carl Bernstein?,True,2,0.35,0.1902173913043477
1,200,0,A CATEGORY FOR THE BIRDS,"Cayo Coco, a resort island off the northern coast of Cuba, is known for its flocks of these pink birds",flamingos,2005-01-17,correct_bad_grammar,incorrect_good_grammar,"Cayo Coco, resort island off north coast of Cuba, famous for flocks of flamingos.","Cayo Coco, a resort island off the northern coast of Cuba, is known for its flocks of pelicans.",220652,MC1221220652,"What are the pink birds for which Cayo Coco, a resort island off the northern coast of Cuba, is known for?",True,1,0.28,0.0
1,800,0,NATIONAL MEMORIALS,Federal Hall in this city commemorates the first seat of the U.S. Congress,New York,2018-10-30,incorrect_bad_grammar,incorrect_good_grammar,Federal Hall which commemorate the first seat of U.S. Congress located in Boston.,"Federal Hall, which commemorates the first seat of the U.S. Congress, is located in Boston.",405143,MC2221405143,"In which city is Federal Hall located, which commemorates the first seat of the U.S. Congress?",True,4,0.49,0.5706521739130433
1,300,0,RHYME TIME,Light-colored tresses,fair hair,1991-01-28,incorrect_good_grammar,correct_good_grammar,She brushed her dark hair and stepped out into the sunlight.,Fair hair is considered highly attractive by many people.,61795,MC211161795,What is the term for hair that sounds like it might be fair or pale?,False,3,0.42000000000000004,0.3804347826086957
1,400,0,COUNTRY MUSIC,"In 1972 California governor Ronald Reagan granted a full pardon to this ""Okie from Muskogee""",Merle Haggard,2002-06-04,correct_bad_grammar,incorrect_bad_grammar,"In 1972, California governor Ronald Reagan grant full pardon to Merle Haggard, the ""Okie from Muskogee"".","In 1972, California governor Ronald Reagan give Willie Nelson, the 'Okie from Muskogee,' a full pardon.",186494,MC1222186494,"Who is the ""Okie from Muskogee"" that was granted a full pardon by California governor Ronald Reagan in 1972?",True,2,0.35,0.1902173913043477
1,800,0,TALKING OF MICHELANGELO,The 1st of Michelangelo's large statues that survive depicts a faun feeding on grapes held by this god,Bacchus,2021-11-25,correct_bad_grammar,incorrect_bad_grammar,The first of Michelangelo large statues that survive depict a faun feed on grapes holds by Bacchus.,The statue portray faun eat grapes by Apollo.,444243,MC1222444243,Which god is depicted holding grapes that a faun is feeding on in the first of Michelangelo's large statues that survive?,True,4,0.49,0.5706521739130433
1,800,0,HISTORY OF THE JEWISH PEOPLE,1909: This 1st modern Jewish city is founded; today it's the financial & cultural center of Israel,Tel Aviv,2008-04-24,incorrect_good_grammar,correct_bad_grammar,"In 1909, the first modern Jewish city, Jerusalem, was established; now it serves as the cultural and financial hub of Israel.","Tel Aviv found in 1909 as first modern Jewish city, today serve as financial and cultural center of Israel.",264989,MC2112264989,"What is the first modern Jewish city, founded in 1909, that is now considered the financial and cultural center of Israel?",True,4,0.49,0.5706521739130433
1,200,0,READ YOUR BIBLE,"Proverbs 30 speaks of 4 things difficult to understand, including the flight of this bird of prey",eagle,2007-05-03,incorrect_bad_grammar,correct_good_grammar,"Proverbs 30 talk about four thing that difficult to understand, one of which is flight of eagle.","Proverbs 30 mentions four mysterious things, one being the flight of an eagle.",251741,MC2211251741,Which bird of prey's flight is mentioned as one of the four things difficult to understand in Proverbs 30?,True,1,0.28,0.0
1,300,0,COSMETICS,"Princess M. Borghese's ""Fango"" is a type of this, made to be packed on the face, body & even the hair",mud,1989-01-27,correct_bad_grammar,incorrect_bad_grammar,"Princess M. Borghese ""Fango"" mud, it make for put on face, body, and also hair.","Princess M. Borghese ""Fango"" is type of clay make to pack on face, body & even hair.",40064,MC122240064,"What is the type of cosmetic that Princess M. Borghese's ""Fango"" is, which is made to be packed on the face, body, and even hair?",False,3,0.42000000000000004,0.3804347826086957
1,200,0,HOLIDAYS & OBSERVANCES,French kids get chocolate chickens on this spring holiday,Easter,2007-04-27,incorrect_good_grammar,correct_bad_grammar,French children look forward to receiving chocolate chickens on Thanksgiving.,French kids get chocolate chicken for Easter.,251526,MC2112251526,On which spring holiday do French kids receive chocolate chickens?,True,1,0.28,0.0
1,200,0,3-LETTER WORDS,"You do it to ""the line"" or it may be dipped to test the waters",Toe,2000-06-09,incorrect_good_grammar,correct_bad_grammar,She decided to cross the line and test the waters in an attempt to heel her relationship.,"Me put toe in water testing and touching ""the line.""",160731,MC2112160731,"What is the three-letter word that means to do something to ""the line"" or to dip something to test the waters?",False,2,0.35,0.1902173913043477
1,1000,0,DRESSES,Go vintage with the look of this era named for a king from 1901 to 1910,Edwardian,2021-05-11,correct_bad_grammar,incorrect_good_grammar,The Edwardian era offer vintage aesthetic inspire by reign of King Edward from 1901 to 1910.,"Bring back the Victorian style, an era named after a king from 1901 to 1910.",437016,MC1221437016,"What is the era named for a king that reigned from 1901 to 1910, often associated with a vintage style of dresses?",True,5,0.56,0.7608695652173914
1,200,0,"""S"" WORDS","Aba-ebi in Japanese, this sushi ingredient must be extremely fresh to be served raw",shrimp,1999-05-19,incorrect_bad_grammar,correct_bad_grammar,"This sushi restaurant offer Aba-ebi, known as crab, in many roll.",the sushi ingredient call Aba-ebi in Japanese must very fresh for serve raw.,146718,MC2212146718,"What is the ""S"" word that is also known as Aba-ebi in Japanese and must be extremely fresh in order to be served raw in sushi?",False,2,0.35,0.1902173913043477
1,500,0,INDIANA,You can visit the Terre Haute home of this socialist & 5-time presidential candidate,Eugene V. Debs,1991-09-12,correct_bad_grammar,incorrect_good_grammar,Terre Haute have famous socialist and five-time presidential candidate Eugene V. Debs house.,"You can visit the Terre Haute home of Karl Marx, a socialist and five-time presidential candidate.",69149,MC122169149,"Which socialist and 5-time presidential candidate's home can you visit in Terre Haute, Indiana?",False,5,0.56,0.7608695652173914
1,1000,0,18th CENTURY AMERICAN QUOTES,"Replacing Franklin as Minister to France, this future president said, ""I succeed him; no one can replace him""",Thomas Jefferson,2006-01-10,correct_bad_grammar,incorrect_good_grammar,"Thomas Jefferson succeed Franklin as Minister to France, say, ""I succeed him no one can replace him.""","John Adams, who came after Franklin as Minister to France, once said, ""I succeed him; no one can replace him"".",233617,MC1221233617,"Who succeeded Benjamin Franklin as Minister to France and stated, ""I succeed him; no one can replace him""?",True,5,0.56,0.7608695652173914
1,1000,0,HOME FURNISHINGS,"By definition, this type of china cabinet has a slightly projecting middle section",breakfront,2011-04-22,incorrect_good_grammar,incorrect_bad_grammar,A sideboard is a type of china cabinet that has a slightly projecting middle section.,Sideboard type china cabinet have middle section stick out a little.,305288,MC2122305288,What type of china cabinet is defined by having a slightly projecting middle section?,True,5,0.56,0.7608695652173914
1,300,0,BEATLES LYRICS,"""Standing by a parking meter, when I caught a glimpse of"" her",lovely Rita the meter maid,1989-04-04,incorrect_bad_grammar,correct_bad_grammar,"Me stand by parking meter, when me catch glimpse of attractive Lucy meter maid.","Standing by parking meter, he catch a glimpse of lovely Rita the meter maid.",42168,MC221242168,"Who is the person the Beatles saw standing by a parking meter, according to their lyrics?",False,3,0.42000000000000004,0.3804347826086957
1,800,0,SMITH & JONES,"This ""SNL"" star has brought her own brand of humor to commentary on the Olympics",Leslie Jones,2022-04-18,incorrect_good_grammar,correct_bad_grammar,Tina Fey has brought her own brand of humor to commentary on the Olympics.,"Leslie Jones, the ""SNL"" star, bring her own brand of humor to commentary on the Olympics.",450239,MC2112450239,"Who is the ""SNL"" star known for bringing her unique brand of humor to commentary on the Olympics?",True,4,0.49,0.5706521739130433
1,100,0,"A ""FAIR"" TO REMEMBER",It extends from the tee to the green,fairway,1985-11-05,incorrect_bad_grammar,incorrect_good_grammar,The golf ball journey from tee to bunker.,The golf ball made its journey from the tee to the bunker.,9182,MC22219182,What is the term for the stretch on a golf course that extends from the tee to the green?,False,1,0.28,0.0
1,500,0,THEATER,"From Latin to ""produce"", plays performed in rotation",repertory,1985-01-16,incorrect_good_grammar,correct_bad_grammar,The company's repertoire of plays for this season spans different eras and genres.,"Play perform in rotation, known as repertory, come from the latin word mean ""produce"".",3240,MC21123240,"What is the term, from Latin meaning ""to produce"", for plays that are performed in rotation?",False,5,0.56,0.7608695652173914
1,500,0,YOU DO THE MATH,"In MLB, the number of bases (including home plate) times the number of innings in a standard game",36 (4 X 9),1999-03-02,correct_bad_grammar,incorrect_good_grammar,Product of number base and inning in MLB game be 36.,"In a standard MLB game, the number of bases including home plate times the number of innings results in 32.",143477,MC1221143477,"What is the result of multiplying the number of bases, including home plate, in Major League Baseball by the number of innings in a standard game?",False,5,0.56,0.7608695652173914
1,400,0,CLASSICAL MUSIC,This Sibelius work was banned by Russia because it inspired patriotism among Finns,"""Finlandia"" (The National Anthem)",1990-02-14,incorrect_good_grammar,incorrect_bad_grammar,The National Anthem was the Sibelius work that was banned by Russia because it inspired patriotism among Finns.,the national anthem sibelius work ban by russia because it inspire patriotism among finns,50697,MC212250697,What is the Sibelius work that was banned by Russia due to its role in inspiring Finnish patriotism?,False,4,0.49,0.5706521739130433
1,400,0,SPORTS STUFF,Zero players were elected into this sport's Cooperstown Hall of Fame in 2013,baseball,2013-07-29,incorrect_bad_grammar,incorrect_good_grammar,Many football players elect Cooperstown Hall of Fame in 2013.,Numerous football players were elected into the Cooperstown Hall of Fame in 2013.,336059,MC2221336059,Which sport had zero players elected into its Cooperstown Hall of Fame in 2013?,True,2,0.35,0.1902173913043477
